customer_id,trans_date,tran_amount
CS4654,16/7/2013,48
CS5942,24/11/2011,101
CS4721,3/5/2012,35
CS2687,22/12/2013,81
CS2305,6/2/2015,58
CS3525,29/4/2012,57
CS3928,30/4/2012,66
CS4043,24/10/2011,84
CS5742,16/8/2011,53
CS3641,24/10/2011,84
CS3071,13/8/2012,51
CS3341,13/12/2012,73
CS4428,12/5/2012,80
CS4074,23/7/2011,81
CS5650,14/6/2011,62
CS3100,9/5/2014,87
CS3332,30/12/2014,81
CS5187,26/2/2012,48
CS5952,5/6/2011,99
CS1471,3/9/2011,58
CS5181,3/4/2012,96
CS1590,7/9/2014,63
CS3819,18/6/2014,36
CS2356,5/6/2013,47
CS2600,26/10/2012,92
CS2311,14/12/2013,38
CS1749,25/2/2013,64
CS1164,22/9/2011,70
CS5367,5/12/2011,70
CS4735,1/5/2012,43
CS3475,21/2/2012,92
CS1255,20/12/2011,49
CS5709,6/6/2013,55
CS5467,21/5/2011,67
CS3568,28/3/2014,83
CS4388,21/10/2013,67
CS3251,3/10/2011,47
CS1959,20/8/2013,96
CS1244,14/7/2011,46
CS4205,13/12/2012,44
CS1201,20/1/2014,98
CS1316,21/5/2011,53
CS4694,21/7/2012,103
CS5703,2/3/2012,63
CS1562,6/6/2012,47
CS3501,14/8/2011,83
CS1233,10/6/2012,93
CS5919,5/3/2013,55
CS6092,27/1/2014,45
CS4782,24/4/2013,84
CS1523,24/11/2013,100
CS5465,25/9/2012,75
CS4716,4/7/2011,37
CS5275,4/11/2013,48
CS2652,25/8/2014,81
CS4237,2/2/2012,35
CS3911,29/7/2014,49
CS4371,25/1/2014,62
CS3165,20/3/2014,62
CS3293,14/6/2012,68
CS4653,14/2/2013,44
CS3431,10/9/2011,44
CS5415,10/12/2013,95
CS2843,27/5/2012,68
CS2729,15/10/2011,54
CS4975,6/11/2014,53
CS5207,20/12/2011,57
CS3782,4/7/2013,46
CS5186,23/10/2012,45
CS4368,19/7/2014,40
CS2269,5/12/2013,36
CS5532,27/12/2014,45
CS3355,24/4/2014,43
CS1551,8/1/2012,98
CS4103,19/6/2014,98
CS5464,7/11/2014,58
CS4086,23/3/2013,43
CS3296,21/1/2012,42
CS4023,1/2/2014,83
CS2685,30/10/2013,96
CS3508,26/1/2012,90
CS1438,8/2/2015,94
CS1399,13/11/2012,45
CS2897,6/8/2013,81
CS3826,29/3/2014,98
CS1527,15/10/2014,104
CS3414,13/1/2012,93
CS2505,17/10/2012,96
CS5482,14/11/2013,68
CS4425,16/11/2013,68
CS1123,21/10/2013,46
CS1442,20/4/2014,89
CS3572,17/1/2014,63
CS5630,19/6/2013,68
CS5522,28/12/2012,79
CS5624,5/7/2011,56
CS3688,1/3/2015,36
CS3511,4/11/2012,86
CS4094,27/12/2012,99
CS3617,12/9/2012,62
CS5387,15/12/2013,77
CS2666,26/8/2011,75
CS1865,2/12/2014,93
CS3701,18/7/2011,76
CS2942,7/7/2012,52
CS5775,27/11/2012,77
CS4873,11/7/2011,54
CS5813,5/11/2012,61
CS3472,26/8/2011,57
CS2026,24/6/2012,64
CS4181,23/7/2012,49
CS3154,23/6/2012,37
CS1752,25/5/2014,68
CS1634,15/8/2014,103
CS3454,23/7/2011,64
CS2678,25/8/2011,43
CS2743,1/10/2012,92
CS5171,10/3/2015,53
CS3807,17/6/2012,98
CS5310,9/3/2015,52
CS1629,24/9/2014,53
CS1900,14/9/2013,41
CS2255,24/4/2014,83
CS1708,28/8/2014,95
CS3607,26/6/2011,73
CS2013,20/11/2014,54
CS2900,8/11/2011,102
CS3336,12/8/2012,53
CS2018,2/9/2012,68
CS4938,9/5/2014,86
CS3408,23/7/2014,35
CS2998,8/2/2013,47
CS6034,4/1/2013,71
CS5522,5/10/2014,82
CS3807,2/1/2014,41
CS1824,31/10/2011,59
CS4067,1/10/2013,90
CS5909,23/4/2014,44
CS3476,13/10/2013,64
CS5157,11/5/2013,96
CS2390,24/5/2012,78
CS4022,20/11/2012,93
CS5444,3/11/2013,72
CS4612,11/6/2011,42
CS3729,11/9/2013,43
CS2427,15/3/2015,89
CS2551,18/6/2014,80
CS3741,20/3/2012,102
CS5779,13/5/2013,93
CS1219,29/7/2012,39
CS3847,29/1/2013,69
CS5992,18/3/2013,71
CS4807,22/12/2014,61
CS2065,13/5/2014,38
CS1803,18/5/2014,87
CS4706,31/7/2014,78
CS5643,23/7/2013,66
CS3477,17/11/2012,55
CS3108,18/2/2012,46
CS2474,22/8/2014,83
CS4630,26/7/2014,68
CS5779,3/9/2013,83
CS2736,13/11/2014,73
CS2287,15/12/2011,76
CS5546,4/6/2011,62
CS1267,30/8/2011,52
CS5311,4/3/2012,53
CS2214,24/9/2011,64
CS3469,18/7/2013,90
CS3029,10/9/2012,55
CS1759,1/8/2012,90
CS3190,13/8/2012,55
CS4375,25/5/2011,41
CS3105,24/8/2012,48
CS5520,6/9/2012,58
CS2275,14/2/2015,44
CS2250,22/9/2013,42
CS3346,9/2/2013,102
CS3978,20/11/2012,79
CS1825,6/6/2013,101
CS2534,11/10/2012,104
CS2382,26/2/2012,91
CS5000,25/12/2014,69
CS3013,13/3/2012,61
CS3205,25/6/2013,100
CS4498,12/10/2014,46
CS1463,8/11/2014,68
CS5444,31/12/2011,41
CS3571,8/10/2011,83
CS2546,21/5/2014,65
CS2789,4/3/2013,36
CS5971,22/12/2011,72
CS1855,4/1/2012,43
CS5860,27/8/2011,44
CS1595,6/5/2012,57
CS4125,4/5/2012,103
CS5751,3/4/2014,75
CS2793,31/8/2013,69
CS5618,1/12/2012,41
CS1614,27/10/2012,51
CS4564,13/5/2014,56
CS1357,21/6/2014,57
CS5050,18/7/2012,76
CS1143,3/10/2011,99
CS4065,7/8/2012,39
CS2277,10/3/2013,54
CS5730,27/9/2013,82
CS4193,18/8/2014,59
CS2401,10/4/2013,38
CS2682,8/9/2011,83
CS4692,28/11/2013,72
CS1811,13/4/2013,53
CS2748,13/6/2012,74
CS2881,13/5/2013,69
CS2317,2/3/2012,69
CS1145,8/7/2014,88
CS5807,3/4/2013,91
CS2736,1/11/2011,94
CS1781,10/12/2012,86
CS4993,12/10/2012,50
CS2988,12/4/2013,67
CS2860,22/6/2011,104
CS4117,3/1/2015,58
CS4637,26/9/2012,81
CS1402,23/1/2013,97
CS1297,7/11/2011,44
CS3504,12/6/2013,71
CS2787,11/3/2014,63
CS5640,19/11/2013,48
CS3889,25/3/2012,96
CS3213,14/7/2011,68
CS3933,13/10/2012,68
CS3159,16/4/2012,97
CS4951,14/10/2011,56
CS1436,28/12/2013,105
CS3822,8/12/2012,65
CS4021,31/10/2012,85
CS3114,1/7/2014,36
CS5115,20/1/2015,50
CS5811,5/7/2011,55
CS2406,11/10/2012,58
CS4485,28/12/2013,40
CS4982,23/2/2014,75
CS5097,3/2/2013,39
CS5374,13/12/2014,59
CS3676,29/8/2012,58
CS4396,22/1/2012,61
CS2243,12/8/2014,76
CS1659,8/6/2013,39
CS2142,5/8/2013,85
CS1639,24/4/2014,75
CS1467,26/5/2013,44
CS4550,30/5/2011,103
CS2597,30/3/2012,79
CS6068,19/6/2013,49
CS4000,5/7/2012,63
CS1335,8/4/2012,88
CS1914,13/6/2014,88
CS4400,12/3/2012,68
CS4187,4/11/2013,90
CS6029,26/5/2012,90
CS1656,24/1/2015,102
CS1921,23/2/2012,83
CS2153,8/6/2012,99
CS1378,27/3/2012,85
CS2480,19/10/2011,35
CS4181,31/1/2014,79
CS5021,16/12/2011,75
CS3548,19/10/2012,105
CS4158,14/10/2014,96
CS3041,1/5/2013,59
CS4244,27/7/2011,96
CS2399,3/9/2014,41
CS3039,25/12/2011,70
CS3812,1/1/2014,50
CS2210,28/8/2012,87
CS1170,26/3/2013,44
CS5859,5/11/2011,78
CS2258,12/10/2013,41
CS4869,11/10/2013,41
CS1530,20/10/2012,84
CS5678,11/1/2012,77
CS2186,2/1/2015,54
CS3442,17/6/2014,50
CS4786,15/9/2011,91
CS5976,26/10/2011,62
CS5095,26/1/2015,69
CS1635,28/6/2013,68
CS1967,25/4/2013,55
CS4116,6/8/2011,59
CS5711,25/6/2014,63
CS4875,18/11/2012,99
CS2748,4/6/2011,100
CS5525,27/9/2013,83
CS5424,4/6/2013,80
CS1954,24/2/2013,46
CS3203,13/10/2011,65
CS5845,25/6/2012,45
CS4362,6/3/2013,35
CS1338,2/5/2014,89
CS4847,2/8/2012,59
CS6055,18/3/2012,73
CS5779,20/9/2013,44
CS3470,15/12/2012,47
CS2328,5/5/2013,56
CS4563,28/9/2014,62
CS3059,7/6/2014,45
CS5212,25/8/2012,98
CS3755,20/7/2012,56
CS1537,6/12/2011,37
CS3234,9/11/2012,56
CS3084,19/5/2014,86
CS2207,26/6/2014,81
CS1217,1/11/2012,46
CS3821,28/9/2012,55
CS3918,28/12/2011,75
CS5287,20/9/2011,35
CS2363,1/6/2013,41
CS5894,29/1/2014,100
CS2127,5/11/2011,63
CS5633,19/11/2013,58
CS5291,22/5/2011,36
CS4198,15/6/2014,61
CS5891,31/7/2013,86
CS2209,6/5/2013,63
CS5160,8/8/2011,94
CS5813,22/4/2013,87
CS4375,17/2/2015,48
CS1356,26/12/2014,66
CS2947,31/8/2013,88
CS2275,5/5/2012,92
CS4172,1/2/2013,84
CS2470,26/5/2013,79
CS1424,13/10/2011,70
CS6056,25/2/2014,78
CS1862,18/12/2011,38
CS3904,17/3/2012,66
CS4179,17/5/2012,35
CS4096,24/12/2011,102
CS5350,29/5/2013,51
CS4731,7/4/2013,52
CS4972,10/4/2014,45
CS5166,24/7/2011,64
CS1836,5/6/2013,88
CS5010,29/6/2011,73
CS2712,4/6/2012,42
CS4276,23/8/2013,65
CS1238,17/7/2014,65
CS4064,26/3/2013,66
CS4804,2/2/2015,61
CS1455,10/7/2012,97
CS1363,26/10/2011,54
CS2167,14/9/2011,90
CS5519,24/9/2012,105
CS2526,6/5/2013,50
CS6017,11/8/2011,85
CS1222,12/12/2011,37
CS1708,5/8/2014,95
CS1286,21/6/2014,76
CS1881,8/3/2013,71
CS5635,3/10/2013,48
CS4952,27/6/2011,74
CS1836,17/9/2013,92
CS2327,9/1/2013,87
CS1443,12/3/2013,98
CS3026,10/2/2015,55
CS5508,4/12/2012,41
CS1783,6/6/2011,81
CS1292,16/3/2014,84
CS2563,15/3/2015,41
CS1203,29/8/2012,99
CS3880,1/2/2012,44
CS3523,1/9/2013,56
CS3016,29/11/2012,74
CS5277,30/8/2014,37
CS3705,28/8/2013,93
CS2027,26/2/2013,52
CS1788,1/9/2011,53
CS2984,24/1/2015,43
CS5851,13/7/2011,58
CS1723,30/4/2013,105
CS4146,7/4/2013,74
CS2946,5/3/2015,57
CS1836,19/8/2012,81
CS4333,17/9/2011,92
CS1855,10/2/2014,85
CS3759,31/12/2012,63
CS4161,9/9/2014,73
CS5203,21/2/2012,46
CS5708,8/4/2014,64
CS5475,28/11/2012,55
CS6091,16/1/2014,48
CS2274,31/7/2011,45
CS3509,22/2/2012,104
CS3251,31/5/2011,60
CS4224,22/7/2013,46
CS3261,23/6/2011,44
CS4584,22/10/2013,64
CS2777,8/6/2012,102
CS2977,10/3/2012,72
CS3786,9/2/2012,91
CS1162,25/5/2012,99
CS4179,19/12/2014,92
CS5248,26/12/2011,59
CS3341,17/5/2014,75
CS3124,5/12/2013,89
CS5009,22/5/2013,92
CS2741,31/5/2013,44
CS5054,22/4/2012,60
CS1257,2/11/2013,75
CS1969,20/6/2012,73
CS1210,3/12/2012,77
CS1996,6/9/2012,81
CS2741,17/12/2014,54
CS3594,10/1/2015,71
CS1357,12/9/2012,78
CS2787,23/12/2011,86
CS2814,21/2/2015,39
CS2375,3/6/2014,39
CS4166,28/2/2012,57
CS3868,11/6/2013,39
CS2432,21/4/2014,58
CS4264,10/11/2011,100
CS2725,14/10/2011,73
CS5100,29/10/2012,62
CS3117,6/2/2012,53
CS4463,2/7/2013,38
CS5567,21/4/2013,84
CS2556,20/1/2014,38
CS3117,17/12/2013,77
CS4613,3/12/2014,62
CS1139,10/9/2012,45
CS4249,15/6/2013,35
CS3784,4/2/2012,101
CS1508,10/11/2014,102
CS5870,24/8/2012,72
CS2186,7/11/2014,59
CS3334,13/6/2013,60
CS2170,22/6/2012,103
CS4415,15/9/2012,79
CS1192,19/6/2011,105
CS2707,22/10/2014,67
CS2691,21/6/2013,48
CS1367,23/10/2011,48
CS4048,27/10/2012,63
CS3161,29/7/2014,74
CS5104,18/8/2014,60
CS1638,19/8/2012,91
CS3637,11/2/2014,54
CS4263,9/12/2011,95
CS3571,28/5/2013,65
CS5268,4/5/2012,76
CS4925,6/1/2012,93
CS1858,21/8/2012,91
CS4010,5/3/2015,85
CS3018,30/9/2012,46
CS6081,12/9/2012,90
CS2179,4/10/2011,79
CS1544,24/12/2014,49
CS6093,25/2/2013,74
CS2914,6/3/2013,41
CS1581,3/5/2012,82
CS5432,11/6/2013,51
CS2784,12/4/2013,44
CS3532,17/11/2011,45
CS5783,4/7/2014,91
CS3277,24/7/2012,94
CS3754,31/10/2012,67
CS2872,24/12/2014,84
CS5260,10/3/2015,73
CS4658,4/8/2011,91
CS2889,13/5/2014,84
CS1425,1/4/2013,36
CS3817,7/6/2011,51
CS2832,26/5/2013,91
CS5097,26/12/2011,35
CS4438,26/2/2013,63
CS2610,14/5/2014,104
CS2743,28/2/2013,64
CS4287,28/9/2013,91
CS1986,1/4/2014,100
CS4066,6/3/2012,59
CS1679,22/7/2012,71
CS3002,12/12/2011,53
CS2476,19/3/2012,61
CS5932,7/5/2012,78
CS2866,24/10/2011,68
CS4722,8/4/2014,101
CS4875,4/10/2012,96
CS3833,10/4/2013,41
CS5936,31/5/2012,50
CS2276,28/3/2013,100
CS4698,26/6/2011,100
CS5513,25/5/2013,95
CS5185,17/5/2011,56
CS4410,7/9/2012,98
CS2191,10/8/2013,60
CS4048,6/6/2011,83
CS1964,27/12/2014,37
CS3657,19/8/2014,41
CS6009,23/2/2012,46
CS4199,15/10/2014,46
CS4697,25/11/2012,55
CS4905,7/4/2013,40
CS3675,9/9/2014,65
CS2236,19/1/2013,36
CS2545,1/3/2013,40
CS3561,26/12/2014,71
CS2316,12/1/2015,61
CS4278,20/8/2013,62
CS5616,25/5/2014,36
CS3990,9/9/2013,71
CS1996,13/2/2013,91
CS1133,1/4/2012,61
CS5141,3/12/2011,71
CS2138,29/5/2011,91
CS1227,14/1/2015,76
CS5434,12/8/2013,103
CS2534,22/12/2012,95
CS1439,30/4/2012,97
CS5802,12/3/2015,102
CS1244,21/8/2013,81
CS4603,14/8/2014,41
CS5783,18/5/2013,49
CS5606,4/9/2011,42
CS1166,28/1/2012,75
CS5154,20/1/2014,48
CS3374,26/8/2014,50
CS4650,9/5/2013,67
CS4676,12/6/2014,61
CS1602,31/1/2014,36
CS1358,28/11/2014,39
CS5495,24/10/2012,98
CS2992,17/8/2014,50
CS5710,1/11/2013,65
CS4566,15/9/2014,98
CS3006,22/7/2013,76
CS1513,27/9/2014,70
CS1851,8/4/2013,39
CS1786,24/6/2013,52
CS2854,28/10/2012,54
CS1819,30/7/2013,90
CS4362,29/6/2012,58
CS2602,27/2/2014,70
CS1161,8/11/2012,55
CS4654,10/12/2011,73
CS5369,25/12/2014,89
CS3564,24/4/2013,76
CS4599,31/10/2012,55
CS5338,5/1/2012,95
CS2414,21/2/2014,103
CS3338,24/1/2014,58
CS5976,28/5/2013,49
CS2712,4/7/2013,78
CS3066,16/10/2011,82
CS4502,5/3/2012,83
CS4723,18/9/2011,105
CS4837,4/8/2013,60
CS4998,31/8/2012,52
CS2043,5/1/2014,93
CS2330,18/12/2011,103
CS5150,13/9/2014,86
CS4663,15/1/2013,38
CS5627,13/6/2014,35
CS4665,27/6/2014,61
CS5941,19/7/2013,47
CS3290,27/10/2011,103
CS5354,29/5/2013,47
CS1160,29/10/2014,39
CS3436,19/12/2013,79
CS2386,27/12/2013,96
CS1848,8/3/2013,91
CS5813,29/9/2011,91
CS3899,21/3/2013,69
CS5501,25/10/2011,79
CS2885,5/8/2011,38
CS4967,1/9/2014,49
CS5755,6/7/2014,51
CS3258,30/10/2014,84
CS3565,19/2/2015,91
CS5529,24/7/2011,92
CS2998,14/4/2012,91
CS2360,27/10/2011,53
CS1386,8/6/2012,36
CS4984,30/10/2011,50
CS2998,1/8/2014,89
CS1955,4/10/2012,61
CS5187,3/11/2012,62
CS3253,2/4/2012,35
CS5282,15/2/2012,50
CS2467,3/2/2015,43
CS1256,27/9/2013,71
CS4039,3/11/2011,103
CS6023,12/3/2012,65
CS1956,25/5/2013,72
CS1549,19/2/2015,81
CS4389,2/5/2013,63
CS5661,1/5/2014,41
CS2777,4/6/2014,71
CS1712,18/7/2011,82
CS2419,29/5/2012,100
CS2912,13/3/2014,40
CS4005,12/7/2013,55
CS1906,3/6/2012,101
CS5407,26/10/2014,42
CS5951,28/10/2012,67
CS5914,20/9/2011,95
CS3020,2/10/2011,100
CS1273,21/2/2013,57
CS1200,1/3/2014,82
CS1754,20/5/2011,86
CS5306,30/3/2013,49
CS2714,21/12/2014,53
CS4415,26/1/2014,36
CS5203,31/10/2012,64
CS1740,31/7/2011,69
CS1736,13/3/2013,97
CS5921,7/5/2013,84
CS4521,24/7/2014,99
CS5603,10/10/2013,93
CS3356,29/9/2014,56
CS4656,20/6/2014,51
CS1348,11/1/2013,41
CS2424,14/2/2015,85
CS3214,14/2/2014,69
CS1723,14/10/2012,101
CS1755,19/12/2013,94
CS5082,16/1/2012,93
CS2286,19/7/2011,66
CS6000,15/9/2014,75
CS5782,24/4/2014,50
CS1421,26/11/2013,98
CS3622,3/3/2015,101
CS2824,19/5/2012,60
CS2292,3/11/2014,64
CS3244,8/8/2014,102
CS1914,18/4/2013,43
CS4955,29/8/2014,62
CS5322,22/1/2015,50
CS5878,30/6/2012,70
CS2831,19/1/2012,37
CS5054,29/10/2012,78
CS3630,1/4/2012,44
CS1783,17/10/2013,75
CS5820,3/2/2014,37
CS2747,20/2/2013,94
CS5101,23/7/2011,49
CS4673,9/9/2013,62
CS1236,7/1/2012,105
CS3055,22/9/2014,76
CS2417,20/2/2014,64
CS2906,15/8/2013,80
CS4912,20/5/2011,69
CS2496,1/9/2011,37
CS3713,21/2/2012,61
CS1874,2/5/2012,78
CS4798,4/7/2014,94
CS3684,4/1/2012,49
CS2205,12/9/2012,92
CS2415,10/1/2012,97
CS1766,9/3/2014,37
CS5330,4/2/2014,39
CS4656,7/7/2012,86
CS1280,9/7/2013,104
CS2495,9/11/2014,39
CS2781,17/1/2015,62
CS5413,18/8/2012,60
CS1772,22/1/2015,90
CS2909,27/9/2013,79
CS4210,6/7/2014,47
CS3325,28/7/2012,105
CS6068,8/11/2012,56
CS3577,11/10/2012,66
CS4885,22/5/2011,36
CS2851,26/8/2012,85
CS5201,14/2/2015,53
CS2738,9/8/2013,41
CS1717,26/1/2015,38
CS3614,2/9/2013,45
CS2513,3/1/2014,65
CS5665,4/7/2013,58
CS5367,8/10/2012,101
CS1879,19/9/2011,82
CS3760,29/4/2014,65
CS4876,4/3/2014,84
CS3161,30/4/2014,45
CS5543,6/8/2013,101
CS5990,30/9/2014,100
CS5901,3/12/2013,71
CS5497,9/12/2012,52
CS2888,2/2/2012,91
CS2189,6/4/2014,47
CS2754,9/9/2013,102
CS4596,5/10/2013,38
CS5349,31/8/2011,41
CS5609,19/4/2013,99
CS5866,24/7/2012,97
CS2249,24/9/2014,51
CS3836,14/5/2013,70
CS1742,5/1/2015,53
CS1560,1/1/2014,83
CS3588,15/6/2013,85
CS3643,15/9/2011,69
CS5251,26/1/2014,44
CS2746,17/2/2014,48
CS4727,19/11/2014,64
CS4360,16/3/2013,104
CS4057,20/11/2012,78
CS4008,13/10/2014,92
CS2164,16/6/2011,79
CS6046,17/8/2011,75
CS2425,27/5/2012,81
CS5248,11/12/2014,77
CS5420,12/2/2014,53
CS1954,11/3/2015,105
CS6041,11/3/2012,70
CS5405,7/12/2012,76
CS1383,20/5/2012,41
CS4981,16/2/2012,72
CS5029,24/11/2014,38
CS3485,26/5/2012,85
CS2459,16/11/2013,54
CS4773,30/1/2014,86
CS4491,16/8/2014,104
CS1250,13/6/2014,78
CS2430,16/3/2014,53
CS2404,18/8/2013,85
CS2434,21/9/2012,75
CS1581,7/10/2011,54
CS2138,11/10/2011,81
CS4073,7/12/2011,57
CS5328,2/7/2012,59
CS4988,28/8/2013,85
CS4209,3/6/2014,81
CS2499,18/2/2013,54
CS4649,13/3/2012,57
CS3730,10/8/2013,38
CS5974,2/12/2014,72
CS5492,7/9/2012,53
CS2622,29/7/2014,79
CS4817,10/7/2012,87
CS4725,8/9/2014,39
CS1951,15/12/2011,40
CS1444,20/10/2012,37
CS3457,13/9/2011,74
CS1752,2/6/2012,99
CS2927,27/3/2012,70
CS3088,2/5/2012,77
CS6004,4/4/2013,80
CS5827,23/6/2011,37
CS3715,4/2/2014,47
CS3045,11/7/2013,85
CS1776,9/12/2013,93
CS1803,27/7/2014,86
CS3063,21/10/2011,87
CS1183,31/1/2014,67
CS2235,5/8/2011,57
CS2127,8/11/2014,102
CS2038,22/1/2012,89
CS1787,13/6/2014,100
CS3037,20/11/2014,81
CS5558,20/2/2012,40
CS2772,28/2/2013,99
CS3903,20/8/2011,36
CS2078,15/2/2014,102
CS2676,17/3/2012,75
CS3829,13/6/2012,53
CS3529,19/10/2014,50
CS2898,1/6/2013,87
CS2386,20/9/2012,100
CS4333,13/7/2013,39
CS2834,17/2/2015,80
CS1583,9/10/2012,105
CS3393,25/8/2014,44
CS3590,4/1/2015,51
CS5240,12/11/2011,37
CS4352,16/4/2013,103
CS4997,25/8/2012,50
CS4081,31/10/2013,90
CS5308,23/7/2013,37
CS5310,27/5/2014,56
CS5290,19/5/2011,50
CS4894,18/2/2012,61
CS4103,2/10/2011,95
CS2116,12/2/2015,71
CS4628,26/1/2012,54
CS4236,31/1/2012,98
CS3775,17/3/2013,96
CS3046,20/11/2013,78
CS3824,11/1/2012,53
CS5291,3/4/2014,40
CS3034,13/11/2013,36
CS3903,25/8/2013,99
CS2971,1/6/2011,57
CS3645,21/3/2013,61
CS3239,11/12/2013,67
CS3662,4/2/2015,74
CS3691,2/4/2014,76
CS1185,2/3/2012,104
CS3481,17/9/2012,44
CS3615,11/7/2013,75
CS6057,8/5/2012,44
CS2326,17/8/2011,63
CS4777,22/10/2013,40
CS5672,5/1/2014,77
CS4475,8/2/2014,54
CS3507,16/12/2011,53
CS5807,26/4/2012,100
CS2342,15/5/2014,62
CS3308,4/1/2012,72
CS4496,18/9/2012,58
CS4203,11/2/2012,84
CS3347,29/9/2013,103
CS5237,29/8/2014,57
CS1751,29/12/2012,62
CS1665,14/6/2014,86
CS5331,3/6/2013,98
CS3438,28/8/2014,73
CS4576,29/9/2014,103
CS5672,26/8/2011,47
CS3376,12/9/2014,41
CS5373,14/6/2012,98
CS4860,25/7/2013,59
CS4022,29/5/2013,66
CS1547,13/3/2012,104
CS2039,10/5/2012,89
CS5876,21/5/2012,70
CS4572,23/9/2013,43
CS1997,11/1/2013,57
CS3518,9/12/2012,57
CS3984,17/3/2014,51
CS5732,12/10/2014,48
CS4496,21/6/2014,47
CS5921,2/11/2013,88
CS3776,30/9/2011,74
CS3239,20/1/2014,46
CS4398,25/4/2013,98
CS6021,25/6/2014,36
CS2801,30/8/2013,42
CS3408,27/6/2011,62
CS5782,7/11/2013,85
CS3013,29/1/2012,43
CS5060,23/2/2014,83
CS3970,10/10/2013,41
CS5871,19/10/2011,39
CS1717,22/8/2012,42
CS6054,4/6/2014,88
CS5454,16/8/2011,99
CS2514,7/2/2014,94
CS3013,7/7/2014,76
CS4846,14/11/2012,48
CS3066,8/7/2013,80
CS1455,23/12/2011,42
CS4013,4/10/2011,93
CS4551,9/11/2014,65
CS1876,31/10/2011,81
CS1283,3/7/2013,73
CS5121,8/2/2015,69
CS4999,27/6/2012,66
CS5131,23/7/2012,44
CS4381,24/6/2013,72
CS4209,14/8/2013,80
CS5399,4/11/2011,63
CS4832,24/7/2011,48
CS2826,6/3/2012,73
CS5381,4/6/2012,75
CS2863,26/7/2012,88
CS2685,23/1/2012,86
CS2665,9/1/2015,82
CS5717,11/5/2013,77
CS4793,10/10/2011,75
CS5146,13/1/2014,54
CS2302,1/5/2013,48
CS4027,16/6/2011,37
CS5617,10/12/2013,66
CS2560,1/7/2012,70
CS4519,28/10/2011,101
CS5510,2/6/2012,100
CS4758,18/1/2014,79
CS5945,6/12/2014,88
CS2661,30/8/2013,81
CS1468,8/2/2015,58
CS1185,23/11/2012,57
CS3433,19/2/2015,91
CS4216,20/5/2014,81
CS3372,26/8/2011,42
CS4971,2/8/2014,56
CS2528,21/10/2012,82
CS4897,31/1/2012,69
CS5649,30/12/2013,39
CS5190,31/1/2015,69
CS1299,1/7/2014,80
CS2622,20/5/2011,35
CS1676,6/7/2013,95
CS1310,2/11/2011,53
CS5656,16/11/2012,74
CS4758,23/4/2013,62
CS3140,11/11/2012,56
CS4460,21/4/2013,55
CS3839,8/4/2014,90
CS1612,21/4/2013,66
CS4149,2/6/2011,51
CS3865,19/1/2014,98
CS4621,2/4/2013,95
CS6012,22/12/2013,43
CS1984,19/2/2013,38
CS2983,10/9/2014,36
CS5843,11/8/2013,104
CS4678,3/7/2012,37
CS2149,31/10/2011,76
CS3203,26/11/2014,87
CS3235,21/9/2014,55
CS1324,19/8/2014,40
CS2389,14/6/2011,74
CS3950,31/5/2013,97
CS4691,8/8/2012,65
CS5473,28/7/2013,49
CS1712,14/3/2012,86
CS1594,25/12/2014,99
CS5725,12/10/2012,39
CS4271,23/9/2014,50
CS1418,26/7/2014,90
CS1599,17/4/2014,36
CS2544,26/3/2014,83
CS3418,17/12/2013,45
CS3548,11/8/2014,55
CS5847,5/3/2013,38
CS6097,3/5/2014,37
CS2523,22/7/2012,90
CS3192,23/7/2013,84
CS1569,10/3/2013,102
CS2688,13/11/2011,35
CS3394,9/4/2014,105
CS5396,13/5/2012,76
CS5988,2/10/2011,60
CS5406,30/8/2012,63
CS2600,5/2/2013,83
CS4445,5/8/2013,90
CS2146,6/3/2014,54
CS4339,10/3/2015,52
CS1302,9/2/2012,77
CS1474,7/8/2011,73
CS1652,6/7/2012,74
CS4083,16/3/2012,100
CS5472,24/11/2011,49
CS3232,12/12/2011,72
CS6067,31/7/2012,65
CS1330,20/7/2013,97
CS2138,7/11/2014,68
CS2920,29/7/2012,84
CS4504,7/2/2012,53
CS5275,31/1/2012,83
CS5398,3/1/2012,84
CS5087,21/7/2012,55
CS3420,13/10/2014,76
CS3400,15/2/2014,48
CS1828,8/5/2013,53
CS3151,2/11/2011,39
CS1564,21/12/2014,77
CS3207,3/4/2014,59
CS1275,28/5/2013,76
CS4836,26/6/2011,59
CS3823,22/10/2013,47
CS3930,28/3/2013,71
CS1377,21/12/2013,98
CS3082,18/4/2012,61
CS1420,4/8/2012,60
CS3218,16/10/2011,47
CS3954,31/1/2012,49
CS3450,24/6/2011,70
CS5477,2/3/2015,78
CS2791,14/1/2015,55
CS3264,4/5/2014,97
CS3363,1/8/2014,85
CS2038,6/11/2014,52
CS3191,27/1/2012,47
CS1206,30/8/2011,67
CS6100,17/5/2012,97
CS2108,26/7/2013,50
CS5564,28/7/2011,82
CS3969,10/9/2012,75
CS5015,16/12/2013,86
CS4944,24/8/2014,104
CS4329,15/3/2012,83
CS3501,7/7/2011,42
CS1894,9/7/2011,98
CS3893,8/10/2012,64
CS2862,26/11/2011,73
CS2163,1/2/2014,40
CS4598,2/8/2013,83
CS4660,7/7/2011,86
CS5257,8/8/2014,47
CS4661,26/10/2011,59
CS1829,12/6/2013,57
CS4182,9/5/2013,56
CS1912,10/12/2013,81
CS4371,18/6/2011,61
CS2600,26/7/2014,48
